113037 x=128.846,y=32.28289999999998,w=2.3669999999999902,h=1.7926000000000357
113038 x=128.475,y=30.84960000000002,w=2.3290000000000077,h=1.789499999999979
113039 x=128.112,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
113040 x=127.755,y=27.97960000000001,w=2.2580000000000098,h=1.7837000000000103
113041 x=127.405,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
113042 x=127.061,y=25.1054,w=2.1970000000000027,h=1.7787999999999897
113043 x=126.721,y=23.66680000000001,w=2.1709999999999923,h=1.7767000000000124
113044 x=126.386,y=22.22730000000001,w=2.146000000000015,h=1.77479999999996
113045 x=126.056,y=20.78710000000001,w=2.122,h=1.7728999999999893
113046 x=125.729,y=19.3461,w=2.100999999999999,h=1.771200000000011
113047 x=125.406,y=17.90429999999999,w=2.0819999999999936,h=1.7697000000000003
113048 x=125.085,y=16.46190000000001,w=2.065000000000012,h=1.7683999999999997
113049 x=124.768,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
113050 x=124.453,y=13.57540000000001,w=2.033999999999992,h=1.76589999999997
113051 x=124.14,y=12.13130000000002,w=2.021000000000001,h=1.7649999999999686
113052 x=123.828,y=10.68679999999999,w=2.009999999999991,h=1.764100000000001
113053 x=123.518,y=9.241880000000018,w=2.0,h=1.7632199999999827
113054 x=123.21,y=7.796580000000022,w=1.9909999999999997,h=1.7625799999999803
113055 x=122.902,y=6.35095000000002,w=1.9849999999999994,h=1.7620299999999558
113056 x=122.595,y=4.905060000000008,w=1.9789999999999992,h=1.7615599999999976
113057 x=122.289,y=3.458920000000014,w=1.9740000000001032,h=1.7612299999999914
113058 x=121.982,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
113059 x=121.676,y=0.56616,w=1.9680000000000035,h=1.7608200000000012
113060 x=121.369,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
113061 x=121.0610000000001,y=-2.326980000000001,w=1.9689999999998946,h=1.7608200000000012
113062 x=120.753,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
113063 x=120.443,y=-5.22013000000001,w=1.9740000000000038,h=1.7612200000000038
113064 x=120.132,y=-6.666609999999997,w=1.9779999999999944,h=1.7615799999999924
113065 x=119.819,y=-8.112979999999997,w=1.9839999999999947,h=1.7620399999999847
113066 x=119.504,y=-9.559149999999994,w=1.9919999999999902,h=1.7625899999999879
113067 x=119.187,y=-11.0051,w=2.0,h=1.7632299999999912
113068 x=118.867,y=-12.45079999999999,w=2.009999999999991,h=1.7639999999999798
113069 x=118.545,y=-13.89629999999999,w=2.021000000000001,h=1.7649999999999686
113070 x=118.219,y=-15.34129999999998,w=2.034000000000006,h=1.76589999999997
113071 x=117.889,y=-16.786,w=2.0490000000000066,h=1.7670999999999921
113072 x=117.556,y=-18.23030000000001,w=2.064000000000007,h=1.7683999999999997
113073 x=117.218,y=-19.67400000000001,w=2.0819999999999936,h=1.7697000000000003
113074 x=116.875,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
113075 x=116.527,y=-22.56,w=2.1230000000000047,h=1.7728999999999893
113076 x=116.174,y=-24.00209999999999,w=2.144999999999996,h=1.7747999999999813
113077 x=115.814,y=-25.4435,w=2.1710000000000065,h=1.7767000000000088
113078 x=115.448,y=-26.88419999999999,w=2.1970000000000027,h=1.7788999999999895
113079 x=115.074,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
113080 x=114.692,y=-29.76330000000002,w=2.2580000000000098,h=1.7837000000000103
113081 x=114.302,y=-31.20169999999999,w=2.2919999999999874,h=1.786499999999993
113082 x=113.902,y=-32.63909999999998,w=2.3289999999999935,h=1.789499999999979
113083 x=113.492,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
113084 x=113.071,y=-35.51089999999999,w=2.4099999999999966,h=1.7959999999999852
113085 x=112.638,y=-36.94520000000001,w=2.455999999999989,h=1.7997000000000156
113086 x=112.192,y=-38.37840000000001,w=2.504000000000005,h=1.8037000000000134
113087 x=111.731,y=-39.81029999999998,w=2.558000000000007,h=1.8079999999999785
113088 x=111.255,y=-41.24090000000001,w=2.6140000000000043,h=1.8125
113089 x=110.762,y=-42.67019999999999,w=2.674999999999997,h=1.8174999999999741
113090 x=110.249,y=-44.0979,w=2.7409999999999997,h=1.8227999999999795
113091 x=109.716,y=-45.52399999999999,w=2.8130000000000024,h=1.8284999999999982
113092 x=109.161,y=-46.9485,w=2.888999999999996,h=1.834699999999991
113093 x=108.58,y=-48.37110000000002,w=2.972999999999999,h=1.8413000000000324
113094 x=107.972,y=-49.7917,w=3.062000000000012,h=1.8485000000000014
113095 x=107.333,y=-51.21010000000002,w=3.1599999999999966,h=1.8561000000000263
113096 x=106.66,y=-52.6262,w=3.2660000000000053,h=1.8644000000000105
113097 x=105.948,y=-54.03970000000001,w=3.3830000000000098,h=1.8734000000000037
113098 x=105.194,y=-55.4504,w=3.5090000000000003,h=1.8830000000000098
113099 x=104.392,y=-56.858,w=3.6480000000000103,h=1.8935000000000102
113100 x=103.536,y=-58.26210000000001,w=3.799999999999997,h=1.9048000000000087
113101 x=102.619,y=-59.66239999999999,w=3.9680000000000035,h=1.9170999999999907
113102 x=101.632,y=-61.05820000000001,w=4.152999999999992,h=1.9303999999999988
113103 x=100.566,y=-62.44909999999999,w=4.356999999999999,h=1.9447999999999936
113104 x=99.40869999999997,y=-63.8342,w=4.584300000000027,h=1.9603000000000108
113105 x=98.14580000000001,y=-65.2128,w=4.838199999999986,h=1.9772000000000034
113106 x=96.7604,y=-66.5838,w=5.121600000000001,h=1.9955999999999818
113107 x=95.23209999999999,y=-67.9457,w=5.440900000000013,h=2.0154999999999887
113108 x=93.53579999999998,y=-69.297,w=5.799899999999994,h=2.0370999999999952
113109 x=91.64100000000003,y=-70.6354,w=6.206499999999934,h=2.0604000000000013
113110 x=89.50979999999998,y=-71.9582,w=6.668000000000006,h=2.0853000000000037
113111 x=87.096,y=-73.2618,w=7.192700000000002,h=2.1118999999999772
113112 x=84.34230000000002,y=-74.54139999999998,w=7.78949999999999,h=2.1397999999999797
113113 x=81.1786,y=-75.7905,w=8.466200000000029,h=2.1680999999999955
113114 x=77.51990000000002,y=-77.0006,w=9.227700000000013,h=2.1957000000000164
113115 x=73.266,y=-78.15970000000002,w=10.070799999999991,h=2.220300000000009
113116 x=68.3046,y=-79.2513,w=10.974800000000002,h=2.237800000000007
113117 x=62.52159999999996,y=-80.2529,w=11.887500000000024,h=2.241900000000001
113118 x=55.82520000000002,y=-81.13399999999999,w=12.702800000000003,h=2.2227999999999923
113119 x=48.18600000000001,y=-81.8555,w=13.241500000000016,h=2.166700000000006
113120 x=39.692,y=-82.37189999999998,w=13.254699999999978,h=2.0576999999999828
113121 x=30.5897,y=-82.6401,w=12.496800000000022,h=1.8836000000000155
113122 x=20.19590000000001,y=-82.6328,w=11.953199999999974,h=1.6440000000000055
113247 x=-180.0,y=80.76066190127585,w=9.39500000000001,h=1.8794380987241652
113248 x=167.038,y=80.31420000000001,w=12.961999999999989,h=2.0576999999999686
114001 x=-178.267,y=79.6888,w=13.240999999999985,h=2.166700000000006
114002 x=-180.0,y=78.91120000000002,w=7.335000000000008,h=2.2228000000000065
114003 x=168.751,y=78.01099999999995,w=11.248999999999995,h=2.241900000000058
114004 x=163.8809999999999,y=77.01350000000002,w=10.975000000000108,h=2.2377999999999787
114005 x=159.824,y=75.9394,w=10.069999999999993,h=2.220299999999966
114006 x=156.413,y=74.80490000000002,w=9.22799999999998,h=2.195699999999988
114007 x=153.516,y=73.62250000000002,w=8.466000000000008,h=2.167999999999978
114008 x=151.029,y=72.40170000000002,w=7.789000000000016,h=2.1396999999999906
114009 x=148.872,y=71.14990000000002,w=7.192999999999984,h=2.111899999999963
114010 x=146.983,y=69.8729,w=6.668000000000006,h=2.085399999999993
114011 x=145.313,y=68.575,w=6.207000000000022,h=2.0604000000000013
114012 x=143.825,y=67.25990000000003,w=5.800000000000011,h=2.0370999999999526
114013 x=142.488,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
114014 x=141.279,y=64.58819999999999,w=5.121000000000009,h=1.9956000000000103
114015 x=140.177,y=63.2356,w=4.837999999999994,h=1.9772000000000034
114016 x=139.168,y=61.87389999999999,w=4.584000000000003,h=1.9603000000000108
114017 x=138.237,y=60.50430000000002,w=4.356999999999999,h=1.9447999999999794
114018 x=137.376,y=59.12790000000003,w=4.151999999999987,h=1.9302999999999741
114019 x=136.574,y=57.7453,w=3.9669999999999845,h=1.9170999999999765
114020 x=135.824,y=56.35730000000002,w=3.799999999999983,h=1.904799999999966
114021 x=135.12,y=54.96449999999997,w=3.647999999999996,h=1.8935000000000173
114022 x=134.457,y=53.56740000000001,w=3.5090000000000146,h=1.8829999999999885
114023 x=133.83,y=52.16630000000003,w=3.3819999999999766,h=1.8734000000000037
114024 x=133.234,y=50.76179999999998,w=3.266999999999996,h=1.8644000000000176
114025 x=132.667,y=49.35399999999999,w=3.1610000000000014,h=1.856100000000005
114026 x=132.126,y=47.94319999999998,w=3.062999999999988,h=1.8484999999999943
114027 x=131.608,y=46.52979999999999,w=2.9720000000000084,h=1.8413000000000324
114028 x=131.11,y=45.11379999999998,w=2.8899999999999864,h=1.8347000000000335
114029 x=130.632,y=43.69549999999997,w=2.8119999999999834,h=1.8285000000000196
114030 x=130.17,y=42.27510000000002,w=2.741000000000014,h=1.8227999999999795
114031 x=129.724,y=40.85270000000001,w=2.6750000000000114,h=1.8174999999999955
114032 x=129.292,y=39.42840000000003,w=2.6140000000000043,h=1.8124999999999716
114033 x=128.872,y=38.0024,w=2.556999999999988,h=1.8078999999999752
114034 x=128.4639999999999,y=36.5747,w=2.5049999999999955,h=1.803699999999992
114035 x=128.067,y=35.14549999999999,w=2.454999999999984,h=1.7997000000000014
114036 x=127.679,y=33.71490000000001,w=2.4099999999999966,h=1.7959999999999852
114037 x=127.301,y=32.28289999999998,w=2.3670000000000044,h=1.7926000000000357
114038 x=126.93,y=30.84960000000002,w=2.328000000000003,h=1.789499999999979
114039 x=126.567,y=29.41519999999998,w=2.292000000000101,h=1.7864999999999895
114040 x=126.21,y=27.97960000000001,w=2.2579999999999956,h=1.7837000000000103
114041 x=125.86,y=26.54299999999999,w=2.2269999999999897,h=1.781200000000002
114042 x=125.515,y=25.1054,w=2.1979999999999933,h=1.7787999999999897
114043 x=125.176,y=23.66680000000001,w=2.1700000000000017,h=1.7767000000000124
114044 x=124.841,y=22.22730000000001,w=2.146000000000001,h=1.77479999999996
114045 x=124.511,y=20.78710000000001,w=2.122,h=1.7728999999999893
114046 x=124.184,y=19.3461,w=2.100999999999999,h=1.771200000000011
114047 x=123.86,y=17.90429999999999,w=2.0829999999999984,h=1.7697000000000003
114048 x=123.54,y=16.46190000000001,w=2.0649999999999977,h=1.7683999999999997
114049 x=123.223,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
114050 x=122.908,y=13.57540000000001,w=2.033999999999992,h=1.76589999999997
114051 x=122.594,y=12.13130000000002,w=2.0220000000000056,h=1.7649999999999686
114052 x=122.283,y=10.68679999999999,w=2.010000000000005,h=1.764100000000001
114053 x=121.973,y=9.241880000000018,w=2.0,h=1.7632199999999827
114054 x=121.665,y=7.796580000000022,w=1.9909999999999997,h=1.7625799999999803
114055 x=121.357,y=6.35095000000002,w=1.9839999999999947,h=1.7620299999999558
114056 x=121.05,y=4.905060000000008,w=1.9789999999999992,h=1.7615599999999976
114057 x=120.744,y=3.458920000000014,w=1.972999999999999,h=1.7612299999999914
114058 x=120.437,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
114059 x=120.131,y=0.56616,w=1.9680000000000035,h=1.7608200000000012
114060 x=119.8239999999999,y=-0.8803900000000042,w=1.968000000000103,h=1.7607800000000284
114061 x=119.516,y=-2.326980000000001,w=1.968999999999994,h=1.7608200000000012
114062 x=119.208,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
114063 x=118.898,y=-5.22013000000001,w=1.9740000000000038,h=1.7612200000000038
114064 x=118.587,y=-6.666609999999997,w=1.9779999999999944,h=1.7615799999999924
114065 x=118.274,y=-8.112979999999997,w=1.9839999999999947,h=1.7620399999999847
114066 x=117.959,y=-9.559149999999994,w=1.9919999999999902,h=1.7625899999999879
114067 x=117.642,y=-11.0051,w=2.0,h=1.7632299999999912
114068 x=117.322,y=-12.45079999999999,w=2.009999999999991,h=1.7639999999999798
114069 x=117.0,y=-13.89629999999999,w=2.021000000000001,h=1.7649999999999686
114070 x=116.674,y=-15.34129999999998,w=2.033999999999992,h=1.76589999999997
114071 x=116.344,y=-16.786,w=2.0490000000000066,h=1.7670999999999921
114072 x=116.011,y=-18.23030000000001,w=2.064000000000007,h=1.7683999999999997
114073 x=115.673,y=-19.67400000000001,w=2.0819999999999936,h=1.7697000000000003
114074 x=115.33,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
114075 x=114.982,y=-22.56,w=2.1230000000000047,h=1.7728999999999893
114076 x=114.629,y=-24.00209999999999,w=2.144999999999996,h=1.7747999999999813
114077 x=114.269,y=-25.4435,w=2.1699999999999875,h=1.7767000000000088
114078 x=113.903,y=-26.88419999999999,w=2.1969999999999885,h=1.7788999999999895
114079 x=113.529,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
114080 x=113.147,y=-29.76330000000002,w=2.2579999999999956,h=1.7837000000000103
114081 x=112.757,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
114082 x=112.357,y=-32.63909999999998,w=2.328000000000003,h=1.789499999999979
114083 x=111.947,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
114084 x=111.526,y=-35.51089999999999,w=2.4100000000001103,h=1.7959999999999852
114085 x=111.093,y=-36.94520000000001,w=2.456000000000003,h=1.7997000000000156
114086 x=110.647,y=-38.37840000000001,w=2.5039999999999907,h=1.8037000000000134
114087 x=110.186,y=-39.81029999999998,w=2.556999999999988,h=1.8079999999999785
114088 x=109.71,y=-41.24090000000001,w=2.6140000000000043,h=1.8125
114089 x=109.216,y=-42.67019999999999,w=2.676000000000002,h=1.8174999999999741
114090 x=108.704,y=-44.0979,w=2.7409999999999997,h=1.8227999999999795
114091 x=108.171,y=-45.52399999999999,w=2.812999999999988,h=1.8284999999999982
114092 x=107.616,y=-46.9485,w=2.888999999999996,h=1.834699999999991
114093 x=107.035,y=-48.37110000000002,w=2.972999999999999,h=1.8413000000000324
114094 x=106.427,y=-49.7917,w=3.0619999999999976,h=1.8485000000000014
114095 x=105.788,y=-51.21010000000002,w=3.1599999999999966,h=1.8561000000000263
114096 x=105.114,y=-52.6262,w=3.266999999999996,h=1.8644000000000105
114097 x=104.403,y=-54.03970000000001,w=3.3829999999999956,h=1.8734000000000037
114098 x=103.649,y=-55.4504,w=3.5090000000000003,h=1.8830000000000098
114099 x=102.847,y=-56.858,w=3.6480000000000103,h=1.8935000000000102
114100 x=101.991,y=-58.26210000000001,w=3.799999999999997,h=1.9048000000000087
114101 x=101.074,y=-59.66239999999999,w=3.9680000000000035,h=1.9170999999999907
114102 x=100.087,y=-61.05820000000001,w=4.152999999999992,h=1.9303999999999988
114103 x=99.02119999999995,y=-62.44909999999999,w=4.3568000000000495,h=1.9447999999999936
114104 x=97.86360000000003,y=-63.8342,w=4.58439999999996,h=1.9603000000000108
114105 x=96.60070000000003,y=-65.2128,w=4.837299999999971,h=1.9772000000000034
114106 x=95.2153,y=-66.5838,w=5.121700000000004,h=1.9955999999999818
114107 x=93.68700000000001,y=-67.9457,w=5.440399999999954,h=2.0154999999999887
114108 x=91.99079999999998,y=-69.297,w=5.799800000000019,h=2.0370999999999952
114109 x=90.09589999999999,y=-70.6354,w=6.206500000000048,h=2.0604000000000013
114110 x=87.96469999999998,y=-71.9582,w=6.6680999999999955,h=2.0853000000000037
114111 x=85.55090000000003,y=-73.2618,w=7.192799999999963,h=2.1118999999999772
114112 x=82.79719999999998,y=-74.54139999999998,w=7.789500000000032,h=2.1397999999999797
114113 x=79.63350000000003,y=-75.7905,w=8.466199999999958,h=2.1680999999999955
114114 x=75.9748,y=-77.0006,w=9.22780000000003,h=2.1957000000000164
114115 x=71.72099999999999,y=-78.15970000000002,w=10.070699999999988,h=2.220300000000009
114116 x=66.75949999999999,y=-79.2513,w=10.97480000000003,h=2.237800000000007
114117 x=60.97649999999999,y=-80.2529,w=11.887500000000017,h=2.241900000000001
114118 x=54.2801,y=-81.13399999999999,w=12.702800000000018,h=2.2227999999999923
114119 x=46.6409,y=-81.8555,w=13.24149999999998,h=2.166700000000006
114120 x=38.14699999999999,y=-82.37189999999998,w=13.254600000000018,h=2.0576999999999828
114121 x=29.04469999999999,y=-82.6401,w=12.496700000000011,h=1.8836000000000155
114122 x=18.6508,y=-82.6328,w=11.95329999999997,h=1.6440000000000055
114247 x=-180.0,y=80.79916571846894,w=7.849999999999994,h=1.8409342815310765
114248 x=165.493,y=80.31420000000001,w=13.254000000000019,h=2.0576999999999686
115001 x=-179.812,y=79.6888,w=13.241000000000014,h=2.166700000000006
115002 x=-180.0,y=79.05374578999859,w=5.789999999999992,h=2.080254210001442
115003 x=167.2060000000001,y=78.01099999999995,w=11.887999999999892,h=2.241900000000058
115004 x=162.336,y=77.01350000000002,w=10.974999999999994,h=2.2377999999999787
115005 x=158.279,y=75.9394,w=10.069999999999993,h=2.220299999999966
115006 x=154.868,y=74.80490000000002,w=9.228000000000009,h=2.195699999999988
115007 x=151.971,y=73.62250000000002,w=8.466000000000008,h=2.167999999999978
115008 x=149.484,y=72.40170000000002,w=7.788999999999902,h=2.1396999999999906
115009 x=147.327,y=71.14990000000002,w=7.193000000000012,h=2.111899999999963
115010 x=145.438,y=69.8729,w=6.668000000000006,h=2.085399999999993
115011 x=143.7680000000001,y=68.575,w=6.206999999999908,h=2.0604000000000013
115012 x=142.28,y=67.25990000000003,w=5.800000000000011,h=2.0370999999999526
115013 x=140.943,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
115014 x=139.733,y=64.58819999999999,w=5.121999999999986,h=1.9956000000000103
115015 x=138.6319999999999,y=63.2356,w=4.8380000000001075,h=1.9772000000000034
115016 x=137.623,y=61.87389999999999,w=4.584000000000003,h=1.9603000000000108
115017 x=136.692,y=60.50430000000002,w=4.356999999999999,h=1.9447999999999794
115018 x=135.831,y=59.12790000000003,w=4.152000000000015,h=1.9302999999999741
115019 x=135.029,y=57.7453,w=3.967000000000013,h=1.9170999999999765
115020 x=134.279,y=56.35730000000002,w=3.8000000000000114,h=1.904799999999966
115021 x=133.575,y=54.96449999999997,w=3.6480000000000246,h=1.8935000000000173
115022 x=132.912,y=53.56740000000001,w=3.508999999999986,h=1.8829999999999885
115023 x=132.285,y=52.16630000000003,w=3.382000000000005,h=1.8734000000000037
115024 x=131.689,y=50.76179999999998,w=3.266999999999996,h=1.8644000000000176
115025 x=131.122,y=49.35399999999999,w=3.160999999999973,h=1.856100000000005
115026 x=130.581,y=47.94319999999998,w=3.0630000000000166,h=1.8484999999999943
115027 x=130.063,y=46.52979999999999,w=2.9720000000000084,h=1.8413000000000324
115028 x=129.565,y=45.11379999999998,w=2.890000000000015,h=1.8347000000000335
115029 x=129.087,y=43.69549999999997,w=2.812000000000012,h=1.8285000000000196
115030 x=128.625,y=42.27510000000002,w=2.741000000000014,h=1.8227999999999795
115031 x=128.179,y=40.85270000000001,w=2.6750000000000966,h=1.8174999999999955
115032 x=127.746,y=39.42840000000003,w=2.614999999999995,h=1.8124999999999716
115033 x=127.327,y=38.0024,w=2.556999999999988,h=1.8078999999999752
115034 x=126.919,y=36.5747,w=2.5050000000000097,h=1.803699999999992
115035 x=126.522,y=35.14549999999999,w=2.4549999999999983,h=1.7997000000000014
115036 x=126.134,y=33.71490000000001,w=2.410000000000011,h=1.7959999999999852
115037 x=125.756,y=32.28289999999998,w=2.3669999999999902,h=1.7926000000000357
115038 x=125.385,y=30.84960000000002,w=2.3279999999999887,h=1.789499999999979
115039 x=125.022,y=29.41519999999998,w=2.2919999999999874,h=1.7864999999999895
115040 x=124.665,y=27.97960000000001,w=2.2579999999999956,h=1.7837000000000103
115041 x=124.315,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
115042 x=123.97,y=25.1054,w=2.1980000000000075,h=1.7787999999999897
115043 x=123.631,y=23.66680000000001,w=2.1700000000000017,h=1.7767000000000124
115044 x=123.296,y=22.22730000000001,w=2.1459999999999866,h=1.77479999999996
115045 x=122.966,y=20.78710000000001,w=2.122,h=1.7728999999999893
115046 x=122.639,y=19.3461,w=2.100999999999999,h=1.771200000000011
115047 x=122.315,y=17.90429999999999,w=2.0829999999999984,h=1.7697000000000003
115048 x=121.995,y=16.46190000000001,w=2.0649999999999977,h=1.7683999999999997
115049 x=121.678,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
115050 x=121.362,y=13.57540000000001,w=2.035000000000011,h=1.76589999999997
115051 x=121.049,y=12.13130000000002,w=2.0219999999999914,h=1.7649999999999686
115052 x=120.738,y=10.68679999999999,w=2.010000000000005,h=1.764100000000001
115053 x=120.428,y=9.241880000000018,w=2.0,h=1.7632199999999827
115054 x=120.12,y=7.796580000000022,w=1.9909999999999997,h=1.7625799999999803
115055 x=119.812,y=6.35095000000002,w=1.9840000000000089,h=1.7620299999999558
115056 x=119.505,y=4.905060000000008,w=1.9789999999999992,h=1.7615599999999976
115057 x=119.199,y=3.458920000000014,w=1.972999999999999,h=1.7612299999999914
115058 x=118.892,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
115059 x=118.586,y=0.56616,w=1.9680000000000035,h=1.7608200000000012
115060 x=118.279,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
115061 x=117.971,y=-2.326980000000001,w=1.968999999999994,h=1.7608200000000012
115062 x=117.663,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
115063 x=117.3529999999999,y=-5.22013000000001,w=1.9740000000001032,h=1.7612200000000038
115064 x=117.042,y=-6.666609999999997,w=1.9779999999999944,h=1.7615799999999924
115065 x=116.729,y=-8.112979999999997,w=1.9839999999999947,h=1.7620399999999847
115066 x=116.414,y=-9.559149999999994,w=1.9920000000000044,h=1.7625899999999879
115067 x=116.097,y=-11.0051,w=2.0,h=1.7632299999999912
115068 x=115.777,y=-12.45079999999999,w=2.010000000000005,h=1.7639999999999798
115069 x=115.455,y=-13.89629999999999,w=2.021000000000001,h=1.7649999999999686
115070 x=115.129,y=-15.34129999999998,w=2.033999999999992,h=1.76589999999997
115071 x=114.799,y=-16.786,w=2.048999999999893,h=1.7670999999999921
115072 x=114.466,y=-18.23030000000001,w=2.064000000000007,h=1.7683999999999997
115073 x=114.128,y=-19.67400000000001,w=2.0819999999999936,h=1.7697000000000003
115074 x=113.785,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
115075 x=113.437,y=-22.56,w=2.1230000000000047,h=1.7728999999999893
115076 x=113.084,y=-24.00209999999999,w=2.144999999999996,h=1.7747999999999813
115077 x=112.724,y=-25.4435,w=2.1700000000000017,h=1.7767000000000088
115078 x=112.357,y=-26.88419999999999,w=2.1980000000000075,h=1.7788999999999895
115079 x=111.984,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
115080 x=111.602,y=-29.76330000000002,w=2.2579999999999956,h=1.7837000000000103
115081 x=111.212,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
115082 x=110.812,y=-32.63909999999998,w=2.328000000000003,h=1.789499999999979
115083 x=110.402,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
115084 x=109.981,y=-35.51089999999999,w=2.410000000000011,h=1.7959999999999852
115085 x=109.548,y=-36.94520000000001,w=2.456000000000003,h=1.7997000000000156
115086 x=109.102,y=-38.37840000000001,w=2.5039999999999907,h=1.8037000000000134
115087 x=108.641,y=-39.81029999999998,w=2.556999999999988,h=1.8079999999999785
115088 x=108.165,y=-41.24090000000001,w=2.61399999999999,h=1.8125
115089 x=107.671,y=-42.67019999999999,w=2.6759999999999877,h=1.8174999999999741
115090 x=107.159,y=-44.0979,w=2.7409999999999997,h=1.8227999999999795
115091 x=106.626,y=-45.52399999999999,w=2.812999999999988,h=1.8284999999999982
115092 x=106.071,y=-46.9485,w=2.888999999999996,h=1.834699999999991
115093 x=105.49,y=-48.37110000000002,w=2.9720000000000084,h=1.8413000000000324
115094 x=104.882,y=-49.7917,w=3.0619999999999976,h=1.8485000000000014
115095 x=104.243,y=-51.21010000000002,w=3.160000000000011,h=1.8561000000000263
115096 x=103.569,y=-52.6262,w=3.266999999999996,h=1.8644000000000105
115097 x=102.858,y=-54.03970000000001,w=3.3829999999999956,h=1.8734000000000037
115098 x=102.104,y=-55.4504,w=3.5090000000000003,h=1.8830000000000098
115099 x=101.302,y=-56.858,w=3.647999999999996,h=1.8935000000000102
115100 x=100.446,y=-58.26210000000001,w=3.799999999999997,h=1.9048000000000087
115101 x=99.529,y=-59.66239999999999,w=3.9669999999999987,h=1.9170999999999907
115102 x=98.54229999999997,y=-61.05820000000001,w=4.152700000000024,h=1.9303999999999988
115103 x=97.47609999999997,y=-62.44909999999999,w=4.356900000000024,h=1.9447999999999936
115104 x=96.31859999999999,y=-63.8342,w=4.5844000000000165,h=1.9603000000000108
115105 x=95.05569999999999,y=-65.2128,w=4.837800000000044,h=1.9772000000000034
115106 x=93.67029999999998,y=-66.5838,w=5.121600000000015,h=1.9955999999999818
115107 x=92.14200000000001,y=-67.9457,w=5.440399999999983,h=2.0154999999999887
115108 x=90.4457,y=-69.297,w=5.799899999999951,h=2.0370999999999952
115109 x=88.55079999999998,y=-70.6354,w=6.206600000000051,h=2.0604000000000013
115110 x=86.41970000000005,y=-71.9582,w=6.667999999999921,h=2.0853000000000037
115111 x=84.00589999999998,y=-73.2618,w=7.1927000000000305,h=2.1118999999999772
115112 x=81.2522,y=-74.54139999999998,w=7.789400000000029,h=2.1397999999999797
115113 x=78.08850000000002,y=-75.7905,w=8.466199999999986,h=2.1680999999999955
115114 x=74.4298,y=-77.0006,w=9.22769999999997,h=2.1957000000000164
115115 x=70.17589999999998,y=-78.15970000000002,w=10.07070000000003,h=2.220300000000009
115116 x=65.21449999999997,y=-79.2513,w=10.974800000000045,h=2.237800000000007
115117 x=59.43150000000002,y=-80.2529,w=11.887499999999982,h=2.241900000000001
115118 x=52.7351,y=-81.13399999999999,w=12.702799999999996,h=2.2227999999999923
115119 x=45.09589999999999,y=-81.8555,w=13.24140000000002,h=2.166700000000006
115120 x=36.60190000000002,y=-82.37189999999998,w=13.254699999999978,h=2.0576999999999828
115121 x=27.49959999999998,y=-82.6401,w=12.496800000000007,h=1.8836000000000155
115122 x=17.1058,y=-82.6328,w=11.953200000000013,h=1.6440000000000055
115247 x=-180.0,y=80.83766953566196,w=6.305000000000007,h=1.8024304643380589
115248 x=163.948,y=80.31420000000001,w=13.25399999999999,h=2.0576999999999686
116001 x=-180.0,y=79.6888,w=11.883999999999986,h=2.166700000000006
116002 x=171.542,y=78.91120000000002,w=8.457999999999998,h=2.2228000000000065
116003 x=165.661,y=78.01099999999995,w=11.888000000000005,h=2.241900000000058
116004 x=160.791,y=77.01350000000002,w=10.974999999999994,h=2.2377999999999787
116005 x=156.734,y=75.9394,w=10.069999999999993,h=2.220299999999966
116006 x=153.323,y=74.80490000000002,w=9.227000000000004,h=2.195699999999988
116007 x=150.426,y=73.62250000000002,w=8.466000000000008,h=2.167999999999978
116008 x=147.939,y=72.40170000000002,w=7.789000000000016,h=2.1396999999999906
116009 x=145.782,y=71.14990000000002,w=7.191999999999979,h=2.111899999999963
116010 x=143.893,y=69.8729,w=6.668000000000006,h=2.085399999999993
116011 x=142.223,y=68.575,w=6.205999999999989,h=2.0604000000000013
