221111 x=-79.771,y=-73.2618,w=7.192800000000005,h=2.1118999999999772
221112 x=-82.5247,y=-74.54139999999998,w=7.789500000000004,h=2.1397999999999797
221113 x=-85.68829999999998,y=-75.7905,w=8.466199999999986,h=2.1680999999999955
221114 x=-89.347,y=-77.0006,w=9.227699999999999,h=2.1957000000000164
221115 x=-93.60090000000001,y=-78.15970000000002,w=10.070700000000002,h=2.220300000000009
221116 x=-98.5623,y=-79.2513,w=10.974799999999988,h=2.237800000000007
221117 x=-104.345,y=-80.2529,w=11.887100000000004,h=2.241900000000001
221118 x=-111.042,y=-81.13399999999999,w=12.703000000000003,h=2.2227999999999923
221119 x=-118.681,y=-81.8555,w=13.242000000000004,h=2.166700000000006
221120 x=-127.175,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
221121 x=-136.277,y=-82.6401,w=12.496999999999986,h=1.8836000000000155
221122 x=-146.671,y=-82.6328,w=11.953000000000003,h=1.6440000000000055
221247 x=10.03110000000001,y=80.75650000000003,w=12.496799999999972,h=1.883599999999987
221248 x=0.1709199999999767,y=80.31420000000001,w=13.254680000000013,h=2.0576999999999686
222001 x=14.86629999999999,y=79.6888,w=13.241200000000019,h=2.166700000000006
222002 x=7.765599999999995,y=78.91120000000002,w=12.702700000000004,h=2.2228000000000065
222003 x=1.884520000000012,y=78.01099999999995,w=11.887479999999968,h=2.241900000000058
222004 x=-2.985700000000016,y=77.01350000000002,w=10.974720000000012,h=2.2377999999999787
222005 x=-7.043129999999982,y=75.9394,w=10.07063999999998,h=2.220299999999966
222006 x=-10.454,y=74.80490000000002,w=9.22765,h=2.195699999999988
222007 x=-13.3512,y=73.62250000000002,w=8.466120000000007,h=2.167999999999978
222008 x=-15.8382,y=72.40170000000002,w=7.789500000000009,h=2.1396999999999906
222009 x=-17.9951,y=71.14990000000002,w=7.192699999999991,h=2.111899999999963
222010 x=-19.88429999999999,y=69.8729,w=6.668099999999999,h=2.085399999999993
222011 x=-21.5539,y=68.575,w=6.206500000000018,h=2.0604000000000013
222012 x=-23.04210000000002,y=67.25990000000003,w=5.799800000000008,h=2.0370999999999526
222013 x=-24.37889999999998,y=65.93020000000003,w=5.440399999999972,h=2.015599999999978
222014 x=-25.58840000000001,y=64.58819999999999,w=5.121600000000001,h=1.9956000000000103
222015 x=-26.68999999999999,y=63.2356,w=4.83779999999998,h=1.9772000000000034
222016 x=-27.69939999999999,y=61.87389999999999,w=4.584299999999981,h=1.9603000000000108
222017 x=-28.62950000000001,y=60.50430000000002,w=4.35690000000001,h=1.9447999999999794
222018 x=-29.49110000000002,y=59.12790000000003,w=4.152200000000029,h=1.9302999999999741
222019 x=-30.29300000000001,y=57.7453,w=3.9674000000000085,h=1.9170999999999765
222020 x=-31.04269999999999,y=56.35730000000002,w=3.7999999999999794,h=1.904799999999966
222021 x=-31.7466,y=54.96449999999997,w=3.6478999999999893,h=1.8935000000000173
222022 x=-32.40989999999999,y=53.56740000000001,w=3.5092999999999925,h=1.8829999999999885
222023 x=-33.03730000000001,y=52.16630000000003,w=3.3827000000000176,h=1.8734000000000037
222024 x=-33.63269999999999,y=50.76179999999998,w=3.2667000000000037,h=1.8644000000000176
222025 x=-34.19960000000001,y=49.35399999999999,w=3.1604000000000205,h=1.856100000000005
222026 x=-34.74080000000001,y=47.94319999999998,w=3.062499999999986,h=1.8484999999999943
222027 x=-35.25900000000002,y=46.52979999999999,w=2.972400000000029,h=1.8413000000000324
222028 x=-35.75650000000002,y=45.11379999999998,w=2.8892000000000237,h=1.8347000000000335
222029 x=-36.23519999999999,y=43.69549999999997,w=2.8122999999999934,h=1.8285000000000196
222030 x=-36.6969,y=42.27510000000002,w=2.741199999999992,h=1.8227999999999795
222031 x=-37.14319999999999,y=40.85270000000001,w=2.675199999999961,h=1.8174999999999955
222032 x=-37.5754,y=39.42840000000003,w=2.61399999999999,h=1.8124999999999716
222033 x=-37.99489999999999,y=38.0024,w=2.5572999999999837,h=1.8078999999999752
222034 x=-38.40280000000001,y=36.5747,w=2.5046000000000106,h=1.803699999999992
222035 x=-38.80009999999999,y=35.14549999999999,w=2.455699999999986,h=1.7997000000000014
222036 x=-39.18770000000001,y=33.71490000000001,w=2.410199999999996,h=1.7959999999999852
222037 x=-39.56639999999999,y=32.28289999999998,w=2.367899999999999,h=1.7926000000000357
222038 x=-39.93700000000001,y=30.84960000000002,w=2.3285000000000124,h=1.789499999999979
222039 x=-40.30019999999999,y=29.41519999999998,w=2.2920000000000087,h=1.7864999999999895
222040 x=-40.65660000000001,y=27.97960000000001,w=2.258099999999992,h=1.7837000000000103
222041 x=-41.0069,y=26.54299999999999,w=2.226700000000001,h=1.781200000000002
222042 x=-41.35149999999998,y=25.1054,w=2.197499999999991,h=1.7787999999999897
222043 x=-41.691,y=23.66680000000001,w=2.170500000000011,h=1.7767000000000124
222044 x=-42.0258,y=22.22730000000001,w=2.1455999999999946,h=1.77479999999996
222045 x=-42.35640000000001,y=20.78710000000001,w=2.122700000000016,h=1.7728999999999893
222046 x=-42.68319999999999,y=19.3461,w=2.1015999999999835,h=1.771200000000011
222047 x=-43.00650000000001,y=17.90429999999999,w=2.082199999999993,h=1.7697000000000003
222048 x=-43.32670000000001,y=16.46190000000001,w=2.0645999999999987,h=1.7683999999999997
222049 x=-43.64429999999999,y=15.01889999999999,w=2.0486999999999895,h=1.7671000000000294
222050 x=-43.95940000000002,y=13.57540000000001,w=2.034200000000034,h=1.76589999999997
222051 x=-44.27250000000001,y=12.13130000000002,w=2.0213999999999857,h=1.7649999999999686
222052 x=-44.58369999999999,y=10.68679999999999,w=2.0098999999999805,h=1.764100000000001
222053 x=-44.89349999999998,y=9.241880000000018,w=1.9999999999999716,h=1.7632199999999827
222054 x=-45.20209926308785,y=7.796580000000022,w=1.9913992630878425,h=1.7625799999999803
222055 x=-45.5097,y=6.35095000000002,w=1.9842000000000155,h=1.7620299999999558
222056 x=-45.8167,y=4.905060000000008,w=1.9784000000000006,h=1.7615599999999976
222057 x=-46.12330000000001,y=3.458920000000014,w=1.9738000000000255,h=1.7612299999999914
222058 x=-46.4297,y=2.012599999999996,w=1.9705999999999904,h=1.7609800000000089
222059 x=-46.73630000000001,y=0.56616,w=1.9687000000000054,h=1.7608200000000012
222060 x=-47.04320000000001,y=-0.8803900000000042,w=1.9680000000000106,h=1.7607800000000284
222061 x=-47.35079999999999,y=-2.326980000000001,w=1.9686000000000092,h=1.7608200000000012
222062 x=-47.6593,y=-3.773569999999997,w=1.9706000000000188,h=1.7609800000000102
222063 x=-47.96899999999999,y=-5.22013000000001,w=1.97379999999999,h=1.7612200000000038
222064 x=-48.2801,y=-6.666609999999997,w=1.9784000000000148,h=1.7615799999999924
222065 x=-48.59289999999998,y=-8.112979999999997,w=1.9841999999999658,h=1.7620399999999847
222066 x=-48.9078,y=-9.559149999999994,w=1.9913999999999987,h=1.7625899999999879
222067 x=-49.2249,y=-11.0051,w=2.000000000000007,h=1.7632299999999912
222068 x=-49.54469999999998,y=-12.45079999999999,w=2.009999999999998,h=1.7639999999999798
222069 x=-49.86729999999999,y=-13.89629999999999,w=2.0212999999999965,h=1.7649999999999686
222070 x=-50.19329999999999,y=-15.34129999999998,w=2.0342999999999947,h=1.76589999999997
222071 x=-50.52279999999999,y=-16.786,w=2.048599999999986,h=1.7670999999999921
222072 x=-50.8563,y=-18.23030000000001,w=2.0645999999999987,h=1.7683999999999997
222073 x=-51.1942,y=-19.67400000000001,w=2.0822000000000003,h=1.7697000000000003
222074 x=-51.5368,y=-21.11729999999999,w=2.101500000000023,h=1.7711999999999897
222075 x=-51.88470000000002,y=-22.56,w=2.122600000000034,h=1.7728999999999893
222076 x=-52.2382,y=-24.00209999999999,w=2.1455999999999875,h=1.7747999999999813
222077 x=-52.598,y=-25.4435,w=2.170499999999997,h=1.7767000000000088
222078 x=-52.96439999999998,y=-26.88419999999999,w=2.197499999999991,h=1.7788999999999895
222079 x=-53.33820000000001,y=-28.32419999999999,w=2.2265999999999977,h=1.7811999999999806
222080 x=-53.71989999999999,y=-29.76330000000002,w=2.258099999999999,h=1.7837000000000103
222081 x=-54.11029999999999,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
222082 x=-54.50999999999999,y=-32.63909999999998,w=2.328499999999984,h=1.789499999999979
222083 x=-54.9199,y=-34.07550000000001,w=2.3677999999999955,h=1.7926000000000357
222084 x=-55.3409,y=-35.51089999999999,w=2.4101,h=1.7959999999999852
222085 x=-55.774,y=-36.94520000000001,w=2.4557,h=1.7997000000000156
222086 x=-56.22020000000001,y=-38.37840000000001,w=2.5046000000000106,h=1.8037000000000134
222087 x=-56.68080000000001,y=-39.81029999999998,w=2.557300000000012,h=1.8079999999999785
222088 x=-57.15709999999999,y=-41.24090000000001,w=2.614099999999979,h=1.8125
222089 x=-57.6505,y=-42.67019999999999,w=2.675200000000004,h=1.8174999999999741
222090 x=-58.1627,y=-44.0979,w=2.74110000000001,h=1.8227999999999795
222091 x=-58.69559999999999,y=-45.52399999999999,w=2.8122999999999934,h=1.8284999999999982
222092 x=-59.25120000000002,y=-46.9485,w=2.8892000000000166,h=1.834699999999991
222093 x=-59.83179999999999,y=-48.37110000000002,w=2.9724000000000004,h=1.8413000000000324
222094 x=-60.44009999999999,y=-49.7917,w=3.0625,h=1.8485000000000014
222095 x=-61.07919999999999,y=-51.21010000000002,w=3.1602999999999923,h=1.8561000000000263
222096 x=-61.7525,y=-52.6262,w=3.2667999999999964,h=1.8644000000000105
222097 x=-62.4638,y=-54.03970000000001,w=3.3827,h=1.8734000000000037
222098 x=-63.21790000000001,y=-55.4504,w=3.5094000000000207,h=1.8830000000000098
222099 x=-64.0198,y=-56.858,w=3.6479000000000212,h=1.8935000000000102
222100 x=-64.8758,y=-58.26210000000001,w=3.8001000000000005,h=1.9048000000000087
222101 x=-65.7929,y=-59.66239999999999,w=3.967500000000001,h=1.9170999999999907
222102 x=-66.7796,y=-61.05820000000001,w=4.152300000000011,h=1.9303999999999988
222103 x=-67.84579999999998,y=-62.44909999999999,w=4.356899999999982,h=1.9447999999999936
222104 x=-69.0033,y=-63.8342,w=4.584199999999996,h=1.9603000000000108
222105 x=-70.2662,y=-65.2128,w=4.837800000000001,h=1.9772000000000034
222106 x=-71.65159999999997,y=-66.5838,w=5.121599999999972,h=1.9955999999999818
222107 x=-73.17989999999998,y=-67.9457,w=5.440399999999968,h=2.0154999999999887
222108 x=-74.8762,y=-69.297,w=5.799900000000008,h=2.0370999999999952
222109 x=-76.7711,y=-70.6354,w=6.206600000000009,h=2.0604000000000013
222110 x=-78.9022,y=-71.9582,w=6.667999999999992,h=2.0853000000000037
222111 x=-81.316,y=-73.2618,w=7.192700000000002,h=2.1118999999999772
222112 x=-84.0697,y=-74.54139999999998,w=7.789400000000015,h=2.1397999999999797
222113 x=-87.2334,y=-75.7905,w=8.466200000000015,h=2.1680999999999955
222114 x=-90.89210000000001,y=-77.0006,w=9.227699999999999,h=2.1957000000000164
222115 x=-95.146,y=-78.15970000000002,w=10.070700000000002,h=2.220300000000009
222116 x=-100.107,y=-79.2513,w=10.974400000000003,h=2.237800000000007
222117 x=-105.89,y=-80.2529,w=11.88709999999999,h=2.241900000000001
222118 x=-112.587,y=-81.13399999999999,w=12.703000000000003,h=2.2227999999999923
222119 x=-120.226,y=-81.8555,w=13.241,h=2.166700000000006
222120 x=-128.72,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
222121 x=-137.822,y=-82.6401,w=12.497,h=1.8836000000000155
222122 x=-148.216,y=-82.6328,w=11.953000000000003,h=1.6440000000000055
222247 x=8.486020000000014,y=80.75650000000003,w=12.496779999999998,h=1.883599999999987
222248 x=-1.374159999999998,y=80.31420000000001,w=13.254660000000008,h=2.0576999999999686
223001 x=13.32120000000002,y=79.6888,w=13.24119999999998,h=2.166700000000006
223002 x=6.220559999999993,y=78.91120000000002,w=12.702740000000038,h=2.2228000000000065
223003 x=0.3394800000000098,y=78.01099999999995,w=11.887419999999992,h=2.241900000000058
223004 x=-4.530740000000018,y=77.01350000000002,w=10.974710000000025,h=2.2377999999999787
223005 x=-8.588179999999992,y=75.9394,w=10.070649999999988,h=2.220299999999966
223006 x=-11.99899999999999,y=74.80490000000002,w=9.227609999999988,h=2.195699999999988
223007 x=-14.89619999999999,y=73.62250000000002,w=8.466070000000007,h=2.167999999999978
223008 x=-17.38319999999999,y=72.40170000000002,w=7.789459999999998,h=2.1396999999999906
223009 x=-19.5402,y=71.14990000000002,w=7.192799999999998,h=2.111899999999963
223010 x=-21.42930000000002,y=69.8729,w=6.668100000000019,h=2.085399999999993
223011 x=-23.09899999999999,y=68.575,w=6.20659999999998,h=2.0604000000000013
223012 x=-24.58709999999999,y=67.25990000000003,w=5.799800000000008,h=2.0370999999999526
223013 x=-25.92400000000001,y=65.93020000000003,w=5.440400000000011,h=2.015599999999978
223014 x=-27.1335,y=64.58819999999999,w=5.121600000000001,h=1.9956000000000103
223015 x=-28.23500000000002,y=63.2356,w=4.837800000000019,h=1.9772000000000034
223016 x=-29.24439999999998,y=61.87389999999999,w=4.584199999999981,h=1.9603000000000108
223017 x=-30.1746,y=60.50430000000002,w=4.35690000000001,h=1.9447999999999794
223018 x=-31.03610000000001,y=59.12790000000003,w=4.152200000000029,h=1.9302999999999741
223019 x=-31.83799999999998,y=57.7453,w=3.9673999999999907,h=1.9170999999999765
223020 x=-32.58780000000002,y=56.35730000000002,w=3.800100000000011,h=1.904799999999966
223021 x=-33.29160000000002,y=54.96449999999997,w=3.6479000000000177,h=1.8935000000000173
223022 x=-33.95499999999998,y=53.56740000000001,w=3.5093999999999674,h=1.8829999999999885
223023 x=-34.5824,y=52.16630000000003,w=3.3827999999999996,h=1.8734000000000037
223024 x=-35.17779999999998,y=50.76179999999998,w=3.266799999999982,h=1.8644000000000176
223025 x=-35.7446,y=49.35399999999999,w=3.1603000000000208,h=1.856100000000005
223026 x=-36.28590000000001,y=47.94319999999998,w=3.0626000000000246,h=1.8484999999999943
223027 x=-36.80410000000001,y=46.52979999999999,w=2.9724000000000004,h=1.8413000000000324
223028 x=-37.3015,y=45.11379999999998,w=2.889199999999974,h=1.8347000000000335
223029 x=-37.7802,y=43.69549999999997,w=2.8123000000000076,h=1.8285000000000196
223030 x=-38.24189999999999,y=42.27510000000002,w=2.7410999999999888,h=1.8227999999999795
223031 x=-38.6882,y=40.85270000000001,w=2.675200000000004,h=1.8174999999999955
223032 x=-39.12049999999999,y=39.42840000000003,w=2.6141000000000005,h=1.8124999999999716
223033 x=-39.54,y=38.0024,w=2.557300000000012,h=1.8078999999999752
223034 x=-39.9479,y=36.5747,w=2.5046000000000106,h=1.803699999999992
223035 x=-40.3451,y=35.14549999999999,w=2.455600000000004,h=1.7997000000000014
223036 x=-40.7327,y=33.71490000000001,w=2.4101,h=1.7959999999999852
223037 x=-41.1114,y=32.28289999999998,w=2.3677999999999813,h=1.7926000000000357
223038 x=-41.48199999999999,y=30.84960000000002,w=2.328499999999984,h=1.789499999999979
223039 x=-41.8452,y=29.41519999999998,w=2.2919999999999874,h=1.7864999999999895
223040 x=-42.20170000000002,y=27.97960000000001,w=2.258100000000006,h=1.7837000000000103
223041 x=-42.55189999999999,y=26.54299999999999,w=2.2265999999999977,h=1.781200000000002
223042 x=-42.89650000000001,y=25.1054,w=2.19740000000003,h=1.7787999999999897
223043 x=-43.236,y=23.66680000000001,w=2.170500000000004,h=1.7767000000000124
223044 x=-43.57079999999999,y=22.22730000000001,w=2.1454999999999913,h=1.77479999999996
223045 x=-43.9014,y=20.78710000000001,w=2.12260000000002,h=1.7728999999999893
223046 x=-44.22820000000002,y=19.3461,w=2.101500000000023,h=1.771200000000011
223047 x=-44.5515,y=17.90429999999999,w=2.0822000000000287,h=1.7697000000000003
223048 x=-44.8718,y=16.46190000000001,w=2.0645999999999987,h=1.7683999999999997
223049 x=-45.1893,y=15.01889999999999,w=2.0485999999999933,h=1.7671000000000294
223050 x=-45.50450000000001,y=13.57540000000001,w=2.0342999999999947,h=1.76589999999997
223051 x=-45.8175,y=12.13130000000002,w=2.0212999999999894,h=1.7649999999999686
223052 x=-46.12880000000002,y=10.68679999999999,w=2.0100000000000193,h=1.764100000000001
223053 x=-46.43860000000002,y=9.241880000000018,w=2.0000000000000213,h=1.7632199999999827
223054 x=-46.7471,y=7.796580000000022,w=1.9914000000000058,h=1.7625799999999803
223055 x=-47.05479999999999,y=6.35095000000002,w=1.9841999999999729,h=1.7620299999999558
223056 x=-47.36169999999999,y=4.905060000000008,w=1.9782999999999902,h=1.7615599999999976
223057 x=-47.6683,y=3.458920000000014,w=1.97379999999999,h=1.7612299999999914
223058 x=-47.97479999999999,y=2.012599999999996,w=1.9705999999999904,h=1.7609800000000089
223059 x=-48.2813,y=0.56616,w=1.968599999999995,h=1.7608200000000012
223060 x=-48.5883,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
223061 x=-48.89589999999998,y=-2.326980000000001,w=1.9686999999999841,h=1.7608200000000012
223062 x=-49.20439999999999,y=-3.773569999999997,w=1.9705999999999904,h=1.7609800000000102
223063 x=-49.51400000000002,y=-5.22013000000001,w=1.9738000000000255,h=1.7612200000000038
223064 x=-49.82509999999999,y=-6.666609999999997,w=1.9782999999999902,h=1.7615799999999924
223065 x=-50.13800000000001,y=-8.112979999999997,w=1.9842000000000155,h=1.7620399999999847
223066 x=-50.45279999999999,y=-9.559149999999994,w=1.9913999999999916,h=1.7625899999999879
223067 x=-50.77000000000001,y=-11.0051,w=1.999999999999993,h=1.7632299999999912
223068 x=-51.08969999999999,y=-12.45079999999999,w=2.0098999999999805,h=1.7639999999999798
223069 x=-51.41239999999998,y=-13.89629999999999,w=2.0213999999999857,h=1.7649999999999686
223070 x=-51.73830000000002,y=-15.34129999999998,w=2.034200000000034,h=1.76589999999997
223071 x=-52.0679,y=-16.786,w=2.0486999999999895,h=1.7670999999999921
223072 x=-52.40139999999999,y=-18.23030000000001,w=2.0646999999999807,h=1.7683999999999997
223073 x=-52.7392,y=-19.67400000000001,w=2.0822000000000074,h=1.7697000000000003
223074 x=-53.08189999999999,y=-21.11729999999999,w=2.1015999999999835,h=1.7711999999999897
223075 x=-53.42969999999999,y=-22.56,w=2.1225999999999985,h=1.7728999999999893
223076 x=-53.78329999999999,y=-24.00209999999999,w=2.1455999999999875,h=1.7747999999999813
223077 x=-54.14300000000001,y=-25.4435,w=2.170500000000011,h=1.7767000000000088
223078 x=-54.50950000000001,y=-26.88419999999999,w=2.197500000000012,h=1.7788999999999895
223079 x=-54.8832,y=-28.32419999999999,w=2.226600000000005,h=1.7811999999999806
223080 x=-55.26499999999998,y=-29.76330000000002,w=2.2580999999999776,h=1.7837000000000103
223081 x=-55.6553,y=-31.20169999999999,w=2.2919999999999803,h=1.786499999999993
223082 x=-56.055,y=-32.63909999999998,w=2.3285000000000124,h=1.789499999999979
223083 x=-56.46500000000001,y=-34.07550000000001,w=2.367899999999999,h=1.7926000000000357
223084 x=-56.88599999999999,y=-35.51089999999999,w=2.410199999999996,h=1.7959999999999852
223085 x=-57.31899999999999,y=-36.94520000000001,w=2.455599999999997,h=1.7997000000000156
223086 x=-57.7653,y=-38.37840000000001,w=2.5046000000000106,h=1.8037000000000134
223087 x=-58.2259,y=-39.81029999999998,w=2.5574000000000154,h=1.8079999999999785
223088 x=-58.70209999999999,y=-41.24090000000001,w=2.61399999999999,h=1.8125
223089 x=-59.1955,y=-42.67019999999999,w=2.675200000000011,h=1.8174999999999741
223090 x=-59.70779999999999,y=-44.0979,w=2.741199999999992,h=1.8227999999999795
223091 x=-60.2406,y=-45.52399999999999,w=2.8122999999999934,h=1.8284999999999982
223092 x=-60.79620000000001,y=-46.9485,w=2.889200000000031,h=1.834699999999991
223093 x=-61.3768,y=-48.37110000000002,w=2.97229999999999,h=1.8413000000000324
223094 x=-61.98519999999999,y=-49.7917,w=3.0625,h=1.8485000000000014
223095 x=-62.62430000000001,y=-51.21010000000002,w=3.16040000000001,h=1.8561000000000263
223096 x=-63.29750000000001,y=-52.6262,w=3.2668000000000177,h=1.8644000000000105
223097 x=-64.0089,y=-54.03970000000001,w=3.382700000000007,h=1.8734000000000037
223098 x=-64.76289999999999,y=-55.4504,w=3.5092999999999748,h=1.8830000000000098
223099 x=-65.5648,y=-56.858,w=3.647900000000007,h=1.8935000000000102
223100 x=-66.4208,y=-58.26210000000001,w=3.79999999999999,h=1.9048000000000087
223101 x=-67.33789999999999,y=-59.66239999999999,w=3.967399999999998,h=1.9170999999999907
223102 x=-68.3246,y=-61.05820000000001,w=4.152200000000008,h=1.9303999999999988
223103 x=-69.3908,y=-62.44909999999999,w=4.356799999999993,h=1.9447999999999936
223104 x=-70.54839999999999,y=-63.8342,w=4.5842999999999705,h=1.9603000000000108
223105 x=-71.8113,y=-65.2128,w=4.837800000000001,h=1.9772000000000034
223106 x=-73.1966,y=-66.5838,w=5.121500000000012,h=1.9955999999999818
223107 x=-74.7249,y=-67.9457,w=5.440300000000008,h=2.0154999999999887
223108 x=-76.42119999999998,y=-69.297,w=5.799800000000005,h=2.0370999999999952
223109 x=-78.31610000000002,y=-70.6354,w=6.20650000000002,h=2.0604000000000013
223110 x=-80.44730000000001,y=-71.9582,w=6.66810000000001,h=2.0853000000000037
223111 x=-82.8611,y=-73.2618,w=7.192800000000005,h=2.1118999999999772
223112 x=-85.61479999999999,y=-74.54139999999998,w=7.789500000000018,h=2.1397999999999797
223113 x=-88.7785,y=-75.7905,w=8.466199999999986,h=2.1680999999999955
223114 x=-92.4371,y=-77.0006,w=9.227699999999999,h=2.1957000000000164
223115 x=-96.69099999999999,y=-78.15970000000002,w=10.070699999999988,h=2.220300000000009
223116 x=-101.652,y=-79.2513,w=10.9743,h=2.237800000000007
223117 x=-107.435,y=-80.2529,w=11.886999999999986,h=2.241900000000001
223118 x=-114.132,y=-81.13399999999999,w=12.703000000000003,h=2.2227999999999923
223119 x=-121.771,y=-81.8555,w=13.241,h=2.166700000000006
223120 x=-130.265,y=-82.37189999999998,w=13.254999999999981,h=2.0576999999999828
223121 x=-139.367,y=-82.6401,w=12.495999999999995,h=1.8836000000000155
223122 x=-149.761,y=-82.6328,w=11.953000000000003,h=1.6440000000000055
223247 x=6.940980000000012,y=80.75650000000003,w=12.496819999999987,h=1.883599999999987
223248 x=-2.91919999999998,y=80.31420000000001,w=13.25469999999998,h=2.0576999999999686
224001 x=11.77619999999997,y=79.6888,w=13.24120000000005,h=2.166700000000006
224002 x=4.675489999999987,y=78.91120000000002,w=12.702709999999993,h=2.2228000000000065
224003 x=-1.205600000000004,y=78.01099999999995,w=11.887400000000005,h=2.241900000000058
224004 x=-6.075819999999991,y=77.01350000000002,w=10.97471999999999,h=2.2377999999999787
224005 x=-10.1333,y=75.9394,w=10.070690000000003,h=2.220299999999966
224006 x=-13.54410000000002,y=74.80490000000002,w=9.227630000000003,h=2.195699999999988
224007 x=-16.44130000000002,y=73.62250000000002,w=8.466100000000012,h=2.167999999999978
224008 x=-18.9283,y=72.40170000000002,w=7.78949999999999,h=2.1396999999999906
224009 x=-21.08519999999998,y=71.14990000000002,w=7.19269999999999,h=2.111899999999963
224010 x=-22.97440000000001,y=69.8729,w=6.66810000000002,h=2.085399999999993
224011 x=-24.644,y=68.575,w=6.206499999999998,h=2.0604000000000013
224012 x=-26.13220000000002,y=67.25990000000003,w=5.799800000000008,h=2.0370999999999526
224013 x=-27.4691,y=65.93020000000003,w=5.44039999999999,h=2.015599999999978
224014 x=-28.67860000000001,y=64.58819999999999,w=5.121600000000019,h=1.9956000000000103
224015 x=-29.78010000000001,y=63.2356,w=4.837800000000023,h=1.9772000000000034
224016 x=-30.78950000000001,y=61.87389999999999,w=4.5842000000000205,h=1.9603000000000108
224017 x=-31.71960000000001,y=60.50430000000002,w=4.35680000000001,h=1.9447999999999794
224018 x=-32.5812,y=59.12790000000003,w=4.152200000000004,h=1.9302999999999741
224019 x=-33.38309999999999,y=57.7453,w=3.967399999999973,h=1.9170999999999765
224020 x=-34.13280000000001,y=56.35730000000002,w=3.8000000000000114,h=1.904799999999966
224021 x=-34.83670000000001,y=54.96449999999997,w=3.6478999999999964,h=1.8935000000000173
224022 x=-35.49999999999999,y=53.56740000000001,w=3.5092999999999925,h=1.8829999999999885
224023 x=-36.12739999999999,y=52.16630000000003,w=3.3827,h=1.8734000000000037
224024 x=-36.72290000000001,y=50.76179999999998,w=3.2668000000000177,h=1.8644000000000176
224025 x=-37.28970000000001,y=49.35399999999999,w=3.1604000000000028,h=1.856100000000005
224026 x=-37.83089999999998,y=47.94319999999998,w=3.0625,h=1.8484999999999943
224027 x=-38.34909999999999,y=46.52979999999999,w=2.97229999999999,h=1.8413000000000324
224028 x=-38.8466,y=45.11379999999998,w=2.8891999999999953,h=1.8347000000000335
224029 x=-39.32529999999999,y=43.69549999999997,w=2.8122999999999934,h=1.8285000000000196
224030 x=-39.787,y=42.27510000000002,w=2.7410999999999888,h=1.8227999999999795
224031 x=-40.23329999999999,y=40.85270000000001,w=2.675200000000004,h=1.8174999999999955
224032 x=-40.66559999999998,y=39.42840000000003,w=2.6140999999999863,h=1.8124999999999716
224033 x=-41.08510000000001,y=38.0024,w=2.5574000000000083,h=1.8078999999999752
224034 x=-41.49299999999999,y=36.5747,w=2.5046999999999855,h=1.803699999999992
224035 x=-41.89019999999999,y=35.14549999999999,w=2.455600000000004,h=1.7997000000000014
224036 x=-42.27780000000001,y=33.71490000000001,w=2.4102000000000032,h=1.7959999999999852
224037 x=-42.65649999999999,y=32.28289999999998,w=2.367799999999974,h=1.7926000000000357
224038 x=-43.02709999999998,y=30.84960000000002,w=2.328499999999984,h=1.789499999999979
224039 x=-43.3903,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
224040 x=-43.7467,y=27.97960000000001,w=2.2579999999999956,h=1.7837000000000103
224041 x=-44.097,y=26.54299999999999,w=2.226600000000019,h=1.781200000000002
224042 x=-44.4416,y=25.1054,w=2.197499999999991,h=1.7787999999999897
224043 x=-44.7811,y=23.66680000000001,w=2.17049999999999,h=1.7767000000000124
224044 x=-45.11590000000002,y=22.22730000000001,w=2.145600000000009,h=1.77479999999996
224045 x=-45.44650000000001,y=20.78710000000001,w=2.1225999999999985,h=1.7728999999999893
224046 x=-45.77330000000001,y=19.3461,w=2.101600000000026,h=1.771200000000011
224047 x=-46.09659999999999,y=17.90429999999999,w=2.082199999999986,h=1.7697000000000003
224048 x=-46.41689999999999,y=16.46190000000001,w=2.0646999999999807,h=1.7683999999999997
224049 x=-46.73439999999999,y=15.01889999999999,w=2.048599999999986,h=1.7671000000000294
224050 x=-47.0495,y=13.57540000000001,w=2.0341999999999985,h=1.76589999999997
224051 x=-47.36259999999999,y=12.13130000000002,w=2.0213999999999714,h=1.7649999999999686
224052 x=-47.67390000000001,y=10.68679999999999,w=2.009999999999998,h=1.764100000000001
224053 x=-47.9836,y=9.241880000000018,w=2.000000000000014,h=1.7632199999999827
224054 x=-48.29219926308787,y=7.796580000000022,w=1.9913992630878852,h=1.7625799999999803
224055 x=-48.59980000000002,y=6.35095000000002,w=1.9842000000000297,h=1.7620299999999558
224056 x=-48.9068,y=4.905060000000008,w=1.9783000000000044,h=1.7615599999999976
224057 x=-49.21339999999999,y=3.458920000000014,w=1.97379999999999,h=1.7612299999999914
224058 x=-49.5198,y=2.012599999999996,w=1.9706000000000046,h=1.7609800000000089
224059 x=-49.82640000000001,y=0.56616,w=1.9687000000000197,h=1.7608200000000012
224060 x=-50.1333,y=-0.8803900000000042,w=1.9679999999999964,h=1.7607800000000284
224061 x=-50.44089999999999,y=-2.326980000000001,w=1.9686000000000092,h=1.7608200000000012
